Timestamp,Load_Weight (kg),Motor_Temperature (°C),Vibration_Level (mm/s),Operating_Hours,Error_Code
2024-02-02 11:20:00,2625.93,85.99,1.94,1817.4,0
2024-02-02 11:25:00,1268.83,40.37,3.58,4124.0,0
2024-02-02 11:30:00,2735.19,37.63,3.29,4844.1,0
2024-02-02 11:35:00,2388.93,35.19,3.24,4710.9,0
2024-02-02 11:40:00,3954.08,50.16,1.55,3238.2,0
2024-02-02 11:45:00,4958.92,57.11,1.88,285.7,0
2024-02-02 11:50:00,3079.45,54.13,2.62,3263.2,0
2024-02-02 11:55:00,2953.34,57.98,1.2,2651.9,0
2024-02-02 12:00:00,4524.92,42.15,4.51,4447.0,1
2024-02-02 12:05:00,4411.26,55.45,3.32,3407.3,0
2024-02-02 12:10:00,2010.67,32.56,2.32,1647.2,0
2024-02-02 12:15:00,505.44,58.83,1.75,4982.1,0
2024-02-02 12:20:00,2758.68,33.56,0.85,3765.9,0
2024-02-02 12:25:00,1821.39,87.46,1.75,4705.1,1
2024-02-02 12:30:00,4005.28,77.44,3.42,4985.0,0
2024-02-02 12:35:00,1910.75,39.7,4.06,4063.0,0
2024-02-02 12:40:00,3138.47,60.22,3.2,4031.2,0
2024-02-02 12:45:00,2331.57,48.15,2.41,309.7,0
2024-02-02 12:50:00,615.18,86.35,1.52,2974.6,0
2024-02-02 12:55:00,2350.88,69.66,3.51,4258.3,0
2024-02-02 13:00:00,687.39,70.28,4.31,395.8,0
2024-02-02 13:05:00,4970.6,69.85,2.62,1715.5,0
2024-02-02 13:10:00,634.07,87.4,1.22,4422.6,0
2024-02-02 13:15:00,1811.96,38.07,2.68,4883.1,0
2024-02-02 13:20:00,4718.87,36.9,1.44,3118.1,0
2024-02-02 13:25:00,2855.28,82.19,1.49,3192.0,0
2024-02-02 13:30:00,738.0,77.46,4.16,1680.3,0
2024-02-02 13:35:00,1027.98,32.41,3.57,950.3,0
2024-02-02 13:40:00,3628.71,89.29,0.85,1242.8,0
2024-02-02 13:45:00,2877.23,58.17,3.82,1857.3,0
2024-02-02 13:50:00,4669.97,50.29,2.75,2623.9,0
2024-02-02 13:55:00,2346.83,54.19,2.3,3128.8,0
2024-02-02 14:00:00,3075.68,60.56,1.88,1030.0,0
2024-02-02 14:05:00,1081.71,72.45,4.46,679.4,0
2024-02-02 14:10:00,1824.92,33.99,0.55,2933.3,0
2024-02-02 14:15:00,1083.66,51.18,3.8,1569.5,0
2024-02-02 14:20:00,4595.63,89.8,3.23,955.3,0
2024-02-02 14:25:00,3272.25,30.77,1.6,4411.4,0
2024-02-02 14:30:00,1372.06,34.33,4.1,2096.0,0
2024-02-02 14:35:00,4160.22,47.59,2.15,3141.1,0
2024-02-02 14:40:00,1560.47,31.58,2.26,4988.6,0
2024-02-02 14:45:00,3084.55,47.35,1.03,2286.9,0
2024-02-02 14:50:00,953.57,44.64,2.59,309.7,0
2024-02-02 14:55:00,3535.93,60.15,1.16,2466.8,0
2024-02-02 15:00:00,3504.7,63.91,1.81,1135.4,0
2024-02-02 15:05:00,3611.34,86.29,1.75,591.6,1
2024-02-02 15:10:00,2204.35,74.82,3.79,2392.6,0
2024-02-02 15:15:00,901.32,58.73,2.52,1636.5,0
2024-02-02 15:20:00,3191.15,47.08,4.68,2944.7,1
2024-02-02 15:25:00,3047.53,72.45,2.37,2660.9,0
2024-02-02 15:30:00,4709.59,85.41,2.66,2023.8,1
2024-02-02 15:35:00,1792.18,59.45,0.69,904.6,0
2024-02-02 15:40:00,1224.18,38.87,1.2,4859.4,0
2024-02-02 15:45:00,3235.03,39.21,1.47,390.1,0
2024-02-02 15:50:00,2018.36,79.8,3.26,3615.1,0
2024-02-02 15:55:00,509.17,78.95,2.12,2781.5,0
2024-02-02 16:00:00,867.97,80.08,0.57,4944.2,0
2024-02-02 16:05:00,2043.65,69.56,4.19,2200.9,0
2024-02-02 16:10:00,1756.87,36.71,2.92,1189.3,0
2024-02-02 16:15:00,2157.27,67.66,1.84,1448.8,0
2024-02-02 16:20:00,1318.44,72.71,1.04,2013.9,0
2024-02-02 16:25:00,1880.83,54.19,2.12,869.7,0
2024-02-02 16:30:00,1692.1,79.69,2.57,3905.8,0
2024-02-02 16:35:00,4501.77,66.9,0.38,1264.7,0
2024-02-02 16:40:00,1816.99,44.69,3.48,398.9,0
2024-02-02 16:45:00,2633.8,64.71,4.47,3709.1,0
2024-02-02 16:50:00,1861.68,52.72,2.13,218.0,0
2024-02-02 16:55:00,858.73,64.56,1.03,3062.1,0
2024-02-02 17:00:00,1555.9,83.44,0.99,3771.6,0
2024-02-02 17:05:00,809.94,40.34,2.34,1586.3,0
2024-02-02 17:10:00,1806.62,74.81,2.59,189.2,0
2024-02-02 17:15:00,4827.51,50.98,1.49,3933.3,0
2024-02-02 17:20:00,2899.17,57.53,3.72,3838.5,0
2024-02-02 17:25:00,2886.78,54.1,3.19,1815.0,0
2024-02-02 17:30:00,4772.34,74.93,0.57,3578.6,0
2024-02-02 17:35:00,3927.24,63.51,2.05,3794.9,0
2024-02-02 17:40:00,1105.39,34.45,1.3,1175.2,0
2024-02-02 17:45:00,2723.17,42.12,0.46,3403.8,0
2024-02-02 17:50:00,3881.15,46.14,1.13,1230.6,0
2024-02-02 17:55:00,2554.23,58.59,4.23,2912.5,0
2024-02-02 18:00:00,4342.57,34.26,2.0,1812.6,0
2024-02-02 18:05:00,4174.54,64.73,4.01,2180.2,0
2024-02-02 18:10:00,4236.25,77.12,3.13,1133.7,0
2024-02-02 18:15:00,3765.05,37.5,4.77,4306.1,1
2024-02-02 18:20:00,4787.76,66.99,4.14,4608.9,0
2024-02-02 18:25:00,3586.65,58.37,1.46,2908.6,0
2024-02-02 18:30:00,4825.65,48.09,2.91,1548.1,0
2024-02-02 18:35:00,565.68,52.59,2.79,1704.7,0
2024-02-02 18:40:00,1745.46,84.14,1.07,4978.1,0
2024-02-02 18:45:00,881.14,30.3,1.77,775.6,0
2024-02-02 18:50:00,2702.21,72.78,4.03,1537.7,0
2024-02-02 18:55:00,3071.79,60.7,2.61,1863.4,0
2024-02-02 19:00:00,1913.9,57.15,2.74,1181.0,0
2024-02-02 19:05:00,3177.04,65.6,2.51,1338.6,0
2024-02-02 19:10:00,772.62,34.9,2.57,2534.6,0
2024-02-02 19:15:00,1005.39,50.17,0.28,1540.6,0
2024-02-02 19:20:00,726.0,32.23,2.13,2202.5,0
2024-02-02 19:25:00,1742.58,64.15,4.97,3568.6,1
2024-02-02 19:30:00,4675.4,30.72,0.85,2936.7,0
2024-02-02 19:35:00,3499.32,45.4,3.38,3316.5,0
2024-02-02 19:40:00,2918.95,85.78,3.76,836.6,0
2024-02-02 19:45:00,4033.54,33.19,1.64,3219.9,0
2024-02-02 19:50:00,3831.46,67.78,3.24,2712.1,0
2024-02-02 19:55:00,1531.23,49.13,2.12,1053.6,0
2024-02-02 20:00:00,849.59,60.06,2.99,4157.2,0
2024-02-02 20:05:00,825.5,45.88,1.62,4464.7,0
2024-02-02 20:10:00,1469.15,58.26,3.12,2049.9,0
2024-02-02 20:15:00,989.72,42.92,2.99,996.8,0
2024-02-02 20:20:00,3448.25,86.14,3.16,3092.0,0
2024-02-02 20:25:00,1526.69,33.87,3.98,158.3,0
2024-02-02 20:30:00,2488.8,86.54,0.39,485.0,0
2024-02-02 20:35:00,3776.1,74.56,3.62,3589.8,0
2024-02-02 20:40:00,4319.73,30.17,1.68,4591.4,0
2024-02-02 20:45:00,657.42,80.01,3.05,3041.8,0
2024-02-02 20:50:00,2511.86,33.06,2.16,4570.2,0
2024-02-02 20:55:00,3529.39,43.11,0.61,2542.1,0
2024-02-02 21:00:00,2384.92,49.96,4.76,544.2,0
2024-02-02 21:05:00,3139.26,74.22,0.87,3547.4,0
2024-02-02 21:10:00,3402.01,81.57,2.96,1479.3,0
2024-02-02 21:15:00,2081.83,50.3,4.6,3607.5,1
2024-02-02 21:20:00,4256.19,72.83,4.75,4511.7,0
2024-02-02 21:25:00,1546.92,85.65,0.54,1294.3,0
2024-02-02 21:30:00,3287.89,69.13,3.62,4800.4,0
2024-02-02 21:35:00,807.87,80.61,3.13,1016.0,0
2024-02-02 21:40:00,3005.56,63.02,0.91,1551.4,0
2024-02-02 21:45:00,4649.3,59.73,1.75,4393.2,0
2024-02-02 21:50:00,652.16,36.97,0.8,4991.6,0
2024-02-02 21:55:00,3589.25,78.33,0.21,1696.7,0
2024-02-02 22:00:00,3725.73,46.82,2.49,1310.7,0
2024-02-02 22:05:00,1341.07,42.83,0.29,2430.4,0
2024-02-02 22:10:00,3484.08,57.68,3.92,1973.9,0
2024-02-02 22:15:00,1350.86,48.68,0.81,2702.7,0
2024-02-02 22:20:00,3000.03,43.46,3.75,4316.2,0
2024-02-02 22:25:00,841.41,56.98,1.94,3917.0,0
2024-02-02 22:30:00,2196.06,41.15,2.0,3770.9,0
2024-02-02 22:35:00,768.0,44.82,2.25,4003.6,0
2024-02-02 22:40:00,2738.72,67.12,3.79,1692.6,0
2024-02-02 22:45:00,1283.44,33.6,3.77,4206.8,0
2024-02-02 22:50:00,3894.64,35.69,0.63,2012.5,0
2024-02-02 22:55:00,1339.04,71.61,4.31,1896.9,0
2024-02-02 23:00:00,1639.4,63.56,0.72,3244.0,0
2024-02-02 23:05:00,4804.76,88.65,1.2,3073.1,0
2024-02-02 23:10:00,1689.96,56.92,0.29,2413.3,0
2024-02-02 23:15:00,4393.33,88.34,1.91,4253.1,1
2024-02-02 23:20:00,766.97,66.19,1.12,4566.8,0
2024-02-02 23:25:00,1075.9,62.81,4.36,987.9,0
2024-02-02 23:30:00,4910.24,86.39,2.32,2712.5,1
2024-02-02 23:35:00,1965.31,42.72,0.3,1018.4,0
2024-02-02 23:40:00,2765.78,43.78,0.97,155.0,0
2024-02-02 23:45:00,3051.29,80.24,4.52,3478.0,1
2024-02-02 23:50:00,2382.61,56.56,3.19,3084.7,0
2024-02-02 23:55:00,3717.46,69.9,1.55,538.9,0
2024-02-03 00:00:00,1101.65,61.74,1.41,483.4,0
2024-02-03 00:05:00,3310.48,43.02,1.04,4508.7,0
2024-02-03 00:10:00,4344.28,48.93,0.22,2161.9,0
2024-02-03 00:15:00,1808.52,50.79,4.26,2225.1,0
2024-02-03 00:20:00,2082.04,86.04,0.2,4727.2,0
2024-02-03 00:25:00,2164.36,41.36,3.09,2272.0,0
2024-02-03 00:30:00,2119.78,42.66,3.15,1888.5,0
2024-02-03 00:35:00,1667.13,45.02,3.05,2332.5,0
2024-02-03 00:40:00,2976.27,38.75,4.42,4607.2,0
2024-02-03 00:45:00,1389.63,52.41,3.67,4433.2,0
2024-02-03 00:50:00,3757.58,51.99,4.83,282.5,1
2024-02-03 00:55:00,2318.7,68.53,4.54,4962.2,0
2024-02-03 01:00:00,2857.24,61.22,3.55,2582.5,0
2024-02-03 01:05:00,4238.92,41.72,3.97,274.1,0
2024-02-03 01:10:00,4833.43,61.47,0.77,4788.4,0
2024-02-03 01:15:00,689.59,53.23,2.72,4264.1,0
2024-02-03 01:20:00,1137.24,53.51,1.24,3274.8,0
2024-02-03 01:25:00,2898.47,42.44,2.46,2687.9,0
2024-02-03 01:30:00,1402.35,42.26,1.3,3141.7,0
2024-02-03 01:35:00,2091.55,64.99,2.3,1303.0,0
2024-02-03 01:40:00,4898.39,62.01,4.44,1884.0,0
2024-02-03 01:45:00,3637.86,77.69,3.86,207.6,0
2024-02-03 01:50:00,1891.47,68.19,4.64,2753.4,1
2024-02-03 01:55:00,941.07,56.82,3.19,3190.1,0
2024-02-03 02:00:00,2311.51,32.24,1.0,627.3,0
2024-02-03 02:05:00,1136.2,61.19,3.04,2492.7,0
2024-02-03 02:10:00,4223.76,41.04,2.22,2777.6,0
2024-02-03 02:15:00,3440.93,84.8,2.49,3773.1,0
2024-02-03 02:20:00,1631.13,44.45,1.62,1209.5,0
2024-02-03 02:25:00,3456.59,37.51,1.61,4394.3,0
2024-02-03 02:30:00,2970.43,79.62,3.27,1938.0,0
2024-02-03 02:35:00,1906.52,50.92,4.53,1553.7,0
2024-02-03 02:40:00,4544.43,51.32,1.67,2803.4,0
2024-02-03 02:45:00,1079.35,89.69,3.37,4461.1,1
2024-02-03 02:50:00,3973.9,65.89,3.84,3082.0,0
2024-02-03 02:55:00,3068.86,34.22,2.66,2706.2,0
2024-02-03 03:00:00,1206.62,45.62,1.69,714.3,0
2024-02-03 03:05:00,3303.78,49.1,1.05,3902.0,0
2024-02-03 03:10:00,923.65,84.03,1.88,1681.4,0
2024-02-03 03:15:00,2670.33,79.74,2.02,1892.0,0
2024-02-03 03:20:00,872.52,45.25,2.88,4255.4,0
2024-02-03 03:25:00,3285.23,84.87,1.14,3186.8,0
2024-02-03 03:30:00,4202.69,70.99,2.65,3078.2,0
2024-02-03 03:35:00,3805.32,55.2,2.04,3904.4,0
2024-02-03 03:40:00,3537.81,81.42,0.47,1199.4,0
2024-02-03 03:45:00,650.67,64.24,2.49,4887.7,0
2024-02-03 03:50:00,738.89,83.23,2.22,2073.9,0
2024-02-03 03:55:00,2210.55,84.52,3.23,850.6,0
2024-02-03 04:00:00,2215.67,73.24,1.89,1215.5,0
2024-02-03 04:05:00,1116.43,83.62,2.63,4364.5,0
2024-02-03 04:10:00,537.28,70.51,2.16,3481.0,0
2024-02-03 04:15:00,522.86,54.12,3.45,4540.7,0
2024-02-03 04:20:00,1152.47,65.2,1.31,3967.1,0
2024-02-03 04:25:00,3159.52,65.76,2.19,3918.4,0
2024-02-03 04:30:00,2172.75,40.75,2.73,2750.0,0
2024-02-03 04:35:00,3868.93,38.05,3.05,451.1,0
2024-02-03 04:40:00,3047.34,89.47,0.68,1843.4,1
2024-02-03 04:45:00,1177.88,31.03,4.28,4456.9,0
2024-02-03 04:50:00,538.68,53.68,1.17,2304.4,0
2024-02-03 04:55:00,4302.65,37.2,1.46,1575.9,0
2024-02-03 05:00:00,1563.31,80.2,1.32,3410.6,0
2024-02-03 05:05:00,1401.91,74.34,3.98,361.1,0
2024-02-03 05:10:00,1622.49,70.88,3.15,514.0,0
2024-02-03 05:15:00,1458.99,65.55,2.76,4066.5,0
2024-02-03 05:20:00,2484.12,37.44,4.78,3511.6,0
2024-02-03 05:25:00,4967.01,56.91,4.56,1244.6,1
2024-02-03 05:30:00,4970.29,66.41,4.71,2937.3,0
2024-02-03 05:35:00,912.11,44.54,0.7,990.7,0
2024-02-03 05:40:00,542.61,58.8,2.84,3947.0,0
2024-02-03 05:45:00,4656.02,36.69,3.57,4083.6,0
2024-02-03 05:50:00,2872.37,38.74,2.08,2283.1,0
2024-02-03 05:55:00,2364.65,47.34,2.93,251.2,0
2024-02-03 06:00:00,4981.66,81.03,1.21,2682.4,0
2024-02-03 06:05:00,4042.44,89.75,3.45,2264.8,1
2024-02-03 06:10:00,4296.24,48.01,0.42,1574.4,0
2024-02-03 06:15:00,4065.45,33.63,0.85,3872.8,0
2024-02-03 06:20:00,2577.66,58.47,3.45,2861.1,0
2024-02-03 06:25:00,811.49,57.44,0.46,3396.5,0
2024-02-03 06:30:00,2929.4,56.55,4.89,1334.7,1
2024-02-03 06:35:00,2252.57,73.59,0.85,2792.6,0
2024-02-03 06:40:00,2044.27,68.54,0.89,2634.1,0
2024-02-03 06:45:00,4660.28,86.1,4.95,1288.3,0
2024-02-03 06:50:00,2338.68,76.52,1.45,890.4,0
2024-02-03 06:55:00,820.75,66.57,1.77,2139.6,0
2024-02-03 07:00:00,2040.65,55.82,0.53,3733.1,0
2024-02-03 07:05:00,3282.85,58.98,1.26,2162.7,0
2024-02-03 07:10:00,3454.68,75.8,2.32,942.4,0
2024-02-03 07:15:00,2699.72,73.06,2.16,1771.4,0
2024-02-03 07:20:00,3376.1,86.79,4.54,1603.2,1
2024-02-03 07:25:00,4819.85,71.19,2.07,670.2,0
2024-02-03 07:30:00,4008.81,66.31,2.48,3044.9,0
2024-02-03 07:35:00,2703.8,30.88,3.92,2343.9,0
2024-02-03 07:40:00,1115.9,45.48,0.53,2798.6,0
2024-02-03 07:45:00,3650.38,75.76,4.41,3982.7,0
2024-02-03 07:50:00,1700.47,35.08,4.33,2719.9,0
2024-02-03 07:55:00,3422.62,84.84,1.48,4332.8,0
2024-02-03 08:00:00,2501.4,85.97,3.35,4257.9,1
2024-02-03 08:05:00,2146.42,30.97,1.81,3836.4,0
2024-02-03 08:10:00,1484.73,35.43,2.88,927.4,0
2024-02-03 08:15:00,1892.47,67.06,0.71,1761.5,0
2024-02-03 08:20:00,1120.87,41.43,1.61,2978.6,0
2024-02-03 08:25:00,4356.89,44.39,2.99,819.9,0
2024-02-03 08:30:00,1095.47,69.31,2.1,4863.8,0
2024-02-03 08:35:00,1922.95,31.31,4.59,4202.9,0
2024-02-03 08:40:00,1431.87,41.4,2.67,2586.0,0
2024-02-03 08:45:00,2204.07,89.14,3.05,3645.6,0
2024-02-03 08:50:00,3327.64,73.75,2.28,4150.6,0
2024-02-03 08:55:00,2205.16,79.1,2.13,4967.3,0
2024-02-03 09:00:00,4891.06,43.93,2.99,3124.9,0
2024-02-03 09:05:00,2716.67,40.97,1.23,2682.4,0
2024-02-03 09:10:00,3195.09,38.08,3.4,2889.5,0
2024-02-03 09:15:00,888.09,38.25,3.15,212.5,0
2024-02-03 09:20:00,3769.43,85.11,2.06,1075.8,0
2024-02-03 09:25:00,1333.08,70.95,2.63,3631.7,0
2024-02-03 09:30:00,988.21,52.99,1.59,2516.3,0
2024-02-03 09:35:00,573.48,75.3,1.48,2575.8,0
2024-02-03 09:40:00,4680.64,43.81,4.59,3469.9,0
2024-02-03 09:45:00,2576.67,67.68,2.98,3501.4,0
2024-02-03 09:50:00,550.45,59.09,4.95,1117.9,1
2024-02-03 09:55:00,885.48,33.15,0.48,3701.6,0
2024-02-03 10:00:00,4492.82,59.67,1.36,4647.7,0
2024-02-03 10:05:00,1544.65,31.53,2.91,4037.4,0
2024-02-03 10:10:00,4596.4,81.12,3.08,3150.3,0
2024-02-03 10:15:00,2965.26,71.09,2.73,3638.3,0
2024-02-03 10:20:00,2673.01,56.78,3.09,2148.3,0
2024-02-03 10:25:00,1365.53,62.76,0.92,4230.5,0
2024-02-03 10:30:00,4578.64,53.23,2.94,3853.0,0
2024-02-03 10:35:00,1958.01,36.76,1.48,1027.5,0
2024-02-03 10:40:00,3632.48,76.3,0.63,3591.7,0
2024-02-03 10:45:00,3144.82,62.82,3.85,1578.1,0
2024-02-03 10:50:00,2545.94,31.1,0.77,1585.8,0
2024-02-03 10:55:00,4168.11,33.78,4.81,145.2,1
2024-02-03 11:00:00,4310.71,42.16,4.02,4432.5,0
2024-02-03 11:05:00,4929.51,41.18,4.81,3091.0,1
2024-02-03 11:10:00,2206.13,46.36,0.71,172.2,0
2024-02-03 11:15:00,1416.07,62.09,2.73,3515.9,0
2024-02-03 11:20:00,2523.23,82.91,0.49,1539.6,0
2024-02-03 11:25:00,3752.8,43.98,2.58,4797.4,0
2024-02-03 11:30:00,3995.52,51.86,4.36,2872.3,0
2024-02-03 11:35:00,581.14,36.29,0.76,1252.1,0
2024-02-03 11:40:00,998.34,32.04,3.84,3852.4,0
2024-02-03 11:45:00,3123.93,84.5,4.81,2993.5,1
2024-02-03 11:50:00,3500.42,57.36,4.69,3089.8,1
2024-02-03 11:55:00,4932.38,70.88,2.83,3768.2,0
2024-02-03 12:00:00,3088.29,63.68,2.06,1029.1,0
2024-02-03 12:05:00,3470.41,62.06,4.79,1932.1,1
2024-02-03 12:10:00,4575.61,64.6,0.29,3695.6,0
2024-02-03 12:15:00,2948.67,75.91,3.57,4140.2,0
2024-02-03 12:20:00,4110.83,77.49,3.38,1635.3,0
2024-02-03 12:25:00,1452.02,50.84,3.28,2538.4,0
2024-02-03 12:30:00,2433.51,40.82,4.12,4622.0,0
2024-02-03 12:35:00,1800.66,36.8,4.51,4410.3,1
2024-02-03 12:40:00,2554.78,81.35,4.1,2499.3,0
2024-02-03 12:45:00,2723.23,87.45,4.23,1724.7,1
2024-02-03 12:50:00,3609.13,69.18,1.79,2527.0,0
2024-02-03 12:55:00,1186.65,81.05,1.51,1005.8,0
2024-02-03 13:00:00,891.45,83.4,2.73,4198.3,0
2024-02-03 13:05:00,2859.71,56.46,0.55,138.8,0
2024-02-03 13:10:00,4488.29,86.14,2.12,3115.5,1
2024-02-03 13:15:00,3813.63,35.55,0.63,3375.2,0
2024-02-03 13:20:00,636.79,50.41,2.98,2552.9,0
2024-02-03 13:25:00,2742.4,76.11,0.34,440.2,0
2024-02-03 13:30:00,1659.31,35.23,1.61,388.2,0
2024-02-03 13:35:00,2084.53,55.13,2.6,3090.6,0
2024-02-03 13:40:00,1936.44,60.1,4.3,531.9,0
2024-02-03 13:45:00,2154.44,69.66,2.28,754.0,0
2024-02-03 13:50:00,4558.1,54.45,4.1,951.2,0
2024-02-03 13:55:00,1275.81,30.18,1.93,3089.8,0
2024-02-03 14:00:00,2312.94,67.7,0.43,1196.3,0
2024-02-03 14:05:00,4487.8,44.15,4.74,4310.3,1
2024-02-03 14:10:00,3390.08,31.15,0.88,3960.0,0
2024-02-03 14:15:00,4996.91,77.1,2.39,459.9,0
2024-02-03 14:20:00,4234.75,53.77,4.78,1961.6,1
2024-02-03 14:25:00,4097.59,38.73,0.75,4886.1,0
2024-02-03 14:30:00,4990.19,69.75,1.91,4906.9,0
2024-02-03 14:35:00,2339.04,35.06,4.42,2778.2,0
2024-02-03 14:40:00,4509.69,53.23,3.81,4782.6,0
2024-02-03 14:45:00,3508.8,57.66,1.89,106.0,0
2024-02-03 14:50:00,2599.88,42.67,2.59,4695.8,0
2024-02-03 14:55:00,3354.16,31.68,3.1,598.4,0
2024-02-03 15:00:00,2832.63,74.74,0.31,2149.0,0
2024-02-03 15:05:00,968.56,84.01,0.75,3390.3,0
2024-02-03 15:10:00,809.85,73.25,1.48,152.0,0
2024-02-03 15:15:00,2762.28,30.66,0.22,4780.0,0
2024-02-03 15:20:00,2217.4,88.52,4.61,635.3,0
2024-02-03 15:25:00,2611.16,77.62,3.21,1535.5,0
2024-02-03 15:30:00,2023.69,45.34,3.85,3913.2,0
2024-02-03 15:35:00,4673.49,82.5,1.25,2821.0,0
2024-02-03 15:40:00,2402.23,61.49,4.44,816.8,0
2024-02-03 15:45:00,1607.36,31.35,4.52,639.5,0
2024-02-03 15:50:00,2601.06,78.29,1.97,435.8,0
2024-02-03 15:55:00,4975.19,89.31,3.68,3695.6,1
2024-02-03 16:00:00,1597.58,74.3,4.88,2357.6,0
2024-02-03 16:05:00,4475.94,41.43,0.6,2133.9,0
2024-02-03 16:10:00,971.07,88.03,3.7,4095.6,1
2024-02-03 16:15:00,2273.15,31.11,0.36,751.3,0
2024-02-03 16:20:00,3911.48,53.49,2.22,538.5,0
2024-02-03 16:25:00,2051.72,53.49,1.98,317.0,0
2024-02-03 16:30:00,2594.16,87.02,2.25,4569.6,0
2024-02-03 16:35:00,3543.43,49.51,2.46,3595.2,0
2024-02-03 16:40:00,1821.25,32.2,1.47,1526.3,0
2024-02-03 16:45:00,3603.12,87.75,0.37,2045.5,1
2024-02-03 16:50:00,2833.04,53.26,0.67,1538.1,0
2024-02-03 16:55:00,4188.57,82.89,0.79,3433.5,0
2024-02-03 17:00:00,2041.31,67.29,0.59,3427.9,0
2024-02-03 17:05:00,2727.56,50.06,2.8,868.3,0
2024-02-03 17:10:00,4100.54,64.15,1.58,2255.5,0
2024-02-03 17:15:00,722.86,78.47,4.44,2027.7,0
2024-02-03 17:20:00,3765.34,51.73,4.33,1383.8,0
2024-02-03 17:25:00,1487.6,84.31,1.62,4321.6,0
2024-02-03 17:30:00,1458.76,59.89,3.3,3924.1,0
2024-02-03 17:35:00,2286.94,72.85,2.13,3590.6,0
2024-02-03 17:40:00,1355.12,53.8,0.49,896.2,0
2024-02-03 17:45:00,4023.21,57.6,4.29,4521.5,0
2024-02-03 17:50:00,4851.8,53.02,4.78,2838.4,0
2024-02-03 17:55:00,3027.74,48.93,2.17,1517.8,0
2024-02-03 18:00:00,3366.44,71.71,2.65,157.2,0
2024-02-03 18:05:00,1053.12,59.42,4.16,1682.1,0
2024-02-03 18:10:00,970.45,64.58,2.92,2877.8,0
2024-02-03 18:15:00,2692.91,32.96,4.69,1754.5,1
2024-02-03 18:20:00,2529.27,52.58,1.23,4295.8,0
2024-02-03 18:25:00,3569.9,61.25,2.82,1637.4,0
2024-02-03 18:30:00,4454.08,33.9,4.04,1083.2,0
2024-02-03 18:35:00,2385.14,49.32,1.71,658.5,0
2024-02-03 18:40:00,2851.38,57.52,1.98,3467.2,0
2024-02-03 18:45:00,2103.58,32.46,3.49,190.3,0
2024-02-03 18:50:00,1807.3,48.53,3.32,3177.9,0
2024-02-03 18:55:00,1176.39,89.19,4.46,4805.3,1
2024-02-03 19:00:00,1612.93,51.92,1.62,3625.6,0
2024-02-03 19:05:00,2584.79,45.12,4.35,4940.6,0
2024-02-03 19:10:00,1452.97,64.77,3.81,3819.5,0
2024-02-03 19:15:00,694.71,84.51,4.37,4893.1,0
2024-02-03 19:20:00,1887.34,61.29,2.09,596.4,0
2024-02-03 19:25:00,4846.36,46.72,0.75,3890.6,0
2024-02-03 19:30:00,2477.61,47.45,4.84,124.4,1
2024-02-03 19:35:00,3811.19,46.87,1.35,1533.1,0
2024-02-03 19:40:00,1851.28,66.05,3.56,375.3,0
2024-02-03 19:45:00,3995.97,83.38,2.22,3887.8,0
2024-02-03 19:50:00,1568.92,42.01,0.34,2684.2,0
2024-02-03 19:55:00,2375.46,30.24,3.56,3604.3,0
2024-02-03 20:00:00,4676.63,32.06,0.98,4180.0,0
2024-02-03 20:05:00,3242.0,46.68,1.53,3448.5,0
2024-02-03 20:10:00,3108.67,31.41,0.47,724.0,0
2024-02-03 20:15:00,4909.7,35.25,0.53,2036.2,0
2024-02-03 20:20:00,1261.7,66.72,1.14,4750.8,0
2024-02-03 20:25:00,2035.36,76.13,0.26,2457.9,0
2024-02-03 20:30:00,4008.06,31.16,4.64,4737.0,1
2024-02-03 20:35:00,2131.4,64.19,1.66,2414.5,0
2024-02-03 20:40:00,2697.94,30.48,1.93,423.2,0
2024-02-03 20:45:00,4553.81,40.77,2.62,2989.1,0
2024-02-03 20:50:00,4970.62,77.76,0.45,1014.9,0
2024-02-03 20:55:00,3037.72,59.17,2.72,1526.5,0
2024-02-03 21:00:00,557.99,50.85,0.73,1489.9,0
2024-02-03 21:05:00,3650.69,71.04,4.84,3614.6,0
2024-02-03 21:10:00,4498.6,49.53,2.16,3049.6,0
2024-02-03 21:15:00,3403.28,61.13,4.14,2325.4,0
2024-02-03 21:20:00,1349.72,49.6,3.09,2342.7,0
2024-02-03 21:25:00,3942.89,38.96,2.71,2176.2,0
2024-02-03 21:30:00,1411.27,44.61,0.59,4100.8,0
2024-02-03 21:35:00,3406.23,67.47,0.39,4927.4,0
2024-02-03 21:40:00,3937.92,42.93,4.98,3744.2,0
2024-02-03 21:45:00,3146.99,74.14,4.95,4671.3,1
2024-02-03 21:50:00,1259.81,84.7,4.14,2636.5,0
2024-02-03 21:55:00,2932.84,30.38,1.44,521.0,0
2024-02-03 22:00:00,2950.18,70.46,0.5,2893.0,0
2024-02-03 22:05:00,1043.49,87.68,2.1,1077.3,0
2024-02-03 22:10:00,2737.6,49.34,3.81,1578.5,0
2024-02-03 22:15:00,2341.26,39.42,2.22,4279.6,0
2024-02-03 22:20:00,4982.09,45.92,3.3,1360.5,0
2024-02-03 22:25:00,4239.5,35.74,4.82,2028.6,0
2024-02-03 22:30:00,4993.93,53.81,2.5,2484.2,0
2024-02-03 22:35:00,1670.01,72.28,0.33,3160.6,0
2024-02-03 22:40:00,1849.06,87.38,3.73,1998.8,1
2024-02-03 22:45:00,960.46,61.24,2.13,2061.5,0
